"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 11, 2020","7,952.05","8,136.25","8,181.36","7,850.94","1.06B","-4.70%"
"Mar 10, 2020","8,344.25","8,219.76","8,347.40","7,930.43","1.12B","4.95%"
"Mar 09, 2020","7,950.68","7,957.93","8,243.31","7,943.16","1.20B","-7.29%"
"Mar 06, 2020","8,575.62","8,469.01","8,612.36","8,375.13","1.05B","-1.86%"
"Mar 05, 2020","8,738.59","8,790.09","8,921.08","8,677.39","901.11M","-3.10%"
"Mar 04, 2020","9,018.09","8,834.10","9,019.96","8,757.66","878.06M","3.85%"
"Mar 03, 2020","8,684.09","8,965.10","9,070.32","8,602.89","1.10B","-2.99%"
"Mar 02, 2020","8,952.17","8,667.14","8,952.81","8,543.35","1.10B","4.49%"
"Feb 28, 2020","8,567.37","8,269.74","8,591.82","8,264.16","1.44B","0.01%"
"Feb 27, 2020","8,566.48","8,744.03","8,904.11","8,562.05","1.15B","-4.61%"
"Feb 26, 2020","8,980.77","9,011.55","9,148.32","8,927.80","870.35M","0.17%"
"Feb 25, 2020","8,965.61","9,301.20","9,315.26","8,940.49","871.82M","-2.77%"
"Feb 24, 2020","9,221.28","9,188.44","9,322.88","9,166.01","795.20M","-3.71%"
"Feb 21, 2020","9,576.59","9,708.01","9,715.95","9,542.33","699.67M","-1.79%"
"Feb 20, 2020","9,750.97","9,799.20","9,820.86","9,636.94","646.92M","-0.67%"
"Feb 19, 2020","9,817.18","9,782.81","9,838.37","9,777.10","580.07M","0.87%"
"Feb 18, 2020","9,732.74","9,679.04","9,747.68","9,675.80","555.31M","0.02%"
"Feb 14, 2020","9,731.18","9,728.90","9,746.36","9,693.05","536.34M","0.20%"
"Feb 13, 2020","9,711.97","9,657.04","9,748.32","9,650.02","545.84M","-0.14%"
"Feb 12, 2020","9,725.96","9,688.60","9,728.77","9,666.68","589.71M","0.90%"
"Feb 11, 2020","9,638.94","9,680.89","9,714.74","9,617.21","567.80M","0.11%"
"Feb 10, 2020","9,628.39","9,493.63","9,628.66","9,493.63","546.60M","1.13%"
"Feb 07, 2020","9,520.51","9,526.64","9,570.09","9,496.53","549.79M","-0.54%"
"Feb 06, 2020","9,572.15","9,540.98","9,575.66","9,505.68","582.67M","0.67%"
"Feb 05, 2020","9,508.68","9,574.10","9,574.93","9,454.93","625.91M","0.43%"
"Feb 04, 2020","9,467.97","9,398.39","9,485.38","9,374.05","607.83M","2.10%"
"Feb 03, 2020","9,273.40","9,190.72","9,299.85","9,188.55","623.27M","1.34%"
"Jan 31, 2020","9,150.94","9,324.33","9,324.80","9,123.22","695.77M","-1.59%"
"Jan 30, 2020","9,298.93","9,211.15","9,303.00","9,185.18","573.68M","0.26%"
"Jan 29, 2020","9,275.16","9,318.26","9,329.11","9,249.04","548.87M","0.06%"
"Jan 28, 2020","9,269.68","9,201.82","9,288.87","9,182.33","530.77M","1.43%"
"Jan 27, 2020","9,139.31","9,092.46","9,185.45","9,088.04","686.78M","-1.89%"
"Jan 24, 2020","9,314.91","9,446.20","9,451.43","9,273.23","629.46M","-0.93%"
"Jan 23, 2020","9,402.48","9,377.72","9,409.20","9,334.13","611.04M","0.20%"
"Jan 22, 2020","9,383.77","9,413.61","9,439.29","9,375.13","580.34M","0.14%"
"Jan 21, 2020","9,370.81","9,361.07","9,397.58","9,350.20","691.60M","-0.19%"
"Jan 17, 2020","9,388.94","9,392.37","9,393.48","9,346.81","659.47M","0.34%"
"Jan 16, 2020","9,357.13","9,313.44","9,357.92","9,301.32","567.15M","1.06%"
"Jan 15, 2020","9,258.69","9,253.76","9,298.82","9,231.14","584.77M","0.08%"
"Jan 14, 2020","9,251.33","9,270.61","9,298.33","9,226.49","624.22M","-0.24%"
"Jan 13, 2020","9,273.93","9,213.72","9,274.49","9,193.06","605.16M","1.04%"
"Jan 10, 2020","9,178.86","9,232.94","9,235.20","9,164.66","585.08M","-0.27%"
"Jan 09, 2020","9,203.43","9,202.27","9,215.95","9,158.50","601.33M","0.81%"
"Jan 08, 2020","9,129.24","9,068.03","9,168.89","9,059.38","595.81M","0.67%"
"Jan 07, 2020","9,068.58","9,076.65","9,091.93","9,042.55","552.23M","-0.03%"
"Jan 06, 2020","9,071.47","8,943.50","9,072.41","8,943.50","690.23M","0.56%"
"Jan 03, 2020","9,020.77","8,976.43","9,065.76","8,976.43","618.55M","-0.79%"
"Jan 02, 2020","9,092.19","9,039.46","9,093.43","9,010.89","654.95M","1.33%"
"Dec 31, 2019","8,972.60","8,918.74","8,975.35","8,912.77","554.99M","0.30%"
"Dec 30, 2019","8,945.99","9,004.45","9,006.36","8,909.19","483.98M","-0.67%"
"Dec 27, 2019","9,006.62","9,049.47","9,052.00","8,987.32","443.17M","-0.17%"
"Dec 26, 2019","9,022.39","8,970.21","9,022.46","8,968.45","394.33M","0.78%"
"Dec 24, 2019","8,952.88","8,955.01","8,957.12","8,934.36","248.97M","0.08%"
"Dec 23, 2019","8,945.65","8,950.20","8,956.64","8,934.55","510.23M","0.23%"
"Dec 20, 2019","8,924.95","8,911.84","8,931.91","8,901.87","1.60B","0.42%"
"Dec 19, 2019","8,887.22","8,838.97","8,888.13","8,838.97","629.57M","0.67%"
"Dec 18, 2019","8,827.74","8,834.65","8,848.76","8,820.42","680.42M","0.05%"
"Dec 17, 2019","8,823.36","8,829.47","8,831.99","8,804.60","594.89M","0.10%"
"Dec 16, 2019","8,814.23","8,791.31","8,833.45","8,789.77","632.71M","0.91%"
"Dec 13, 2019","8,734.88","8,713.91","8,768.87","8,697.58","543.98M","0.20%"
"Dec 12, 2019","8,717.32","8,645.36","8,745.82","8,633.60","588.22M","0.73%"
"Dec 11, 2019","8,654.05","8,631.12","8,658.48","8,622.35","486.22M","0.44%"
"Dec 10, 2019","8,616.18","8,623.56","8,650.76","8,600.82","515.36M","-0.07%"
"Dec 09, 2019","8,621.83","8,650.86","8,678.85","8,619.77","547.63M","-0.40%"
"Dec 06, 2019","8,656.53","8,634.25","8,665.44","8,630.58","527.65M","1.00%"
"Dec 05, 2019","8,570.70","8,587.93","8,588.89","8,541.92","536.69M","0.05%"
"Dec 04, 2019","8,566.67","8,557.44","8,584.88","8,552.38","571.97M","0.54%"
"Dec 03, 2019","8,520.64","8,460.72","8,523.98","8,435.40","599.92M","-0.55%"
"Dec 02, 2019","8,567.99","8,672.84","8,672.84","8,540.16","559.26M","-1.12%"
"Nov 29, 2019","8,665.47","8,682.01","8,697.33","8,664.03","303.12M","-0.46%"
"Nov 27, 2019","8,705.17","8,669.59","8,705.91","8,662.58","436.37M","0.66%"
"Nov 26, 2019","8,647.93","8,635.40","8,659.73","8,625.62","739.47M","0.18%"
"Nov 25, 2019","8,632.49","8,559.65","8,633.15","8,559.65","575.98M","1.32%"
"Nov 22, 2019","8,519.89","8,530.54","8,535.46","8,477.49","459.67M","0.16%"
"Nov 21, 2019","8,506.21","8,527.87","8,530.73","8,487.29","520.65M","-0.24%"
"Nov 20, 2019","8,526.73","8,543.57","8,578.27","8,468.63","771.51M","-0.51%"
"Nov 19, 2019","8,570.66","8,578.02","8,589.76","8,536.73","533.69M","0.24%"
"Nov 18, 2019","8,549.94","8,529.16","8,559.78","8,503.62","523.43M","0.11%"
"Nov 15, 2019","8,540.83","8,524.48","8,540.83","8,506.80","588.62M","0.73%"
"Nov 14, 2019","8,479.02","8,461.06","8,485.36","8,441.58","499.40M","-0.04%"
"Nov 13, 2019","8,482.10","8,455.02","8,496.90","8,451.34","521.49M","-0.05%"
"Nov 12, 2019","8,486.09","8,471.07","8,514.84","8,462.99","491.23M","0.26%"
"Nov 11, 2019","8,464.28","8,431.26","8,467.29","8,425.49","435.56M","-0.13%"
"Nov 08, 2019","8,475.31","8,422.67","8,475.57","8,405.89","508.33M","0.48%"
"Nov 07, 2019","8,434.52","8,455.11","8,483.16","8,415.87","618.39M","0.28%"
"Nov 06, 2019","8,410.63","8,426.57","8,426.57","8,379.33","584.19M","-0.29%"
"Nov 05, 2019","8,434.68","8,446.62","8,457.39","8,421.05","559.52M","0.02%"
"Nov 04, 2019","8,433.20","8,445.50","8,451.37","8,421.30","555.69M","0.56%"
"Nov 01, 2019","8,386.40","8,335.05","8,386.75","8,326.56","519.42M","1.13%"
"Oct 31, 2019","8,292.36","8,314.38","8,321.80","8,248.81","608.63M","-0.14%"
"Oct 30, 2019","8,303.98","8,284.28","8,315.50","8,241.70","484.37M","0.33%"
"Oct 29, 2019","8,276.85","8,313.35","8,319.29","8,275.14","468.38M","-0.59%"
"Oct 28, 2019","8,325.99","8,285.77","8,335.56","8,285.27","488.91M","1.01%"
"Oct 25, 2019","8,243.12","8,150.59","8,249.97","8,150.59","475.98M","0.70%"
"Oct 24, 2019","8,185.80","8,180.04","8,187.84","8,137.66","468.72M","0.81%"
"Oct 23, 2019","8,119.79","8,090.24","8,122.89","8,078.35","457.42M","0.19%"
"Oct 22, 2019","8,104.30","8,188.12","8,194.62","8,101.98","463.31M","-0.72%"
"Oct 21, 2019","8,162.99","8,137.42","8,164.14","8,117.26","482.28M","0.91%"
"Oct 18, 2019","8,089.54","8,149.85","8,157.36","8,045.38","559.75M","-0.83%"
"Oct 17, 2019","8,156.85","8,176.91","8,183.64","8,131.25","488.85M","0.40%"
"Oct 16, 2019","8,124.18","8,119.81","8,146.15","8,103.38","470.30M","-0.30%"
"Oct 15, 2019","8,148.71","8,074.85","8,166.18","8,071.81","447.40M","1.24%"
"Oct 14, 2019","8,048.65","8,044.35","8,069.85","8,036.41","380.78M","-0.10%"
"Oct 11, 2019","8,057.04","8,047.34","8,115.80","8,046.80","549.19M","1.34%"
"Oct 10, 2019","7,950.77","7,904.56","7,982.85","7,899.81","451.97M","0.60%"
"Oct 09, 2019","7,903.73","7,895.96","7,930.91","7,873.52","391.06M","1.02%"
"Oct 08, 2019","7,823.76","7,898.27","7,921.88","7,823.73","478.69M","-1.67%"
"Oct 07, 2019","7,956.28","7,956.41","8,013.31","7,942.08","477.67M","-0.33%"
"Oct 04, 2019","7,982.46","7,908.44","7,986.62","7,899.39","443.55M","1.40%"
"Oct 03, 2019","7,872.25","7,787.02","7,872.27","7,700.00","518.32M","1.12%"
"Oct 02, 2019","7,785.23","7,851.13","7,852.70","7,744.95","629.68M","-1.56%"
"Oct 01, 2019","7,908.67","8,026.83","8,062.50","7,906.29","541.53M","-1.13%"
"Sep 30, 2019","7,999.33","7,964.09","8,012.16","7,949.63","510.05M","0.75%"
"Sep 27, 2019","7,939.63","8,047.11","8,051.83","7,890.28","527.85M","-1.13%"
"Sep 26, 2019","8,030.66","8,070.12","8,072.11","7,991.02","472.49M","-0.58%"
"Sep 25, 2019","8,077.38","7,990.66","8,095.00","7,935.57","532.51M","1.05%"
"Sep 24, 2019","7,993.63","8,147.23","8,158.84","7,969.65","608.62M","-1.46%"
"Sep 23, 2019","8,112.46","8,106.49","8,135.81","8,085.34","473.44M","-0.06%"
"Sep 20, 2019","8,117.67","8,184.88","8,202.82","8,086.16","1.52B","-0.80%"
"Sep 19, 2019","8,182.88","8,193.59","8,237.43","8,174.32","492.92M","0.07%"
"Sep 18, 2019","8,177.39","8,174.62","8,179.87","8,086.22","542.24M","-0.11%"
"Sep 17, 2019","8,186.02","8,148.65","8,188.23","8,139.82","471.62M","0.40%"
"Sep 16, 2019","8,153.54","8,121.64","8,165.32","8,121.25","483.84M","-0.28%"
"Sep 13, 2019","8,176.71","8,190.57","8,210.20","8,165.47","495.64M","-0.22%"
"Sep 12, 2019","8,194.47","8,206.58","8,243.80","8,176.73","557.77M","0.30%"
"Sep 11, 2019","8,169.68","8,091.68","8,169.68","8,081.56","595.76M","1.06%"
"Sep 10, 2019","8,084.15","8,049.98","8,086.53","8,001.69","609.35M","-0.04%"
"Sep 09, 2019","8,087.44","8,130.91","8,131.65","8,052.35","573.75M","-0.19%"
"Sep 06, 2019","8,103.07","8,125.58","8,134.39","8,098.52","478.40M","-0.17%"
"Sep 05, 2019","8,116.83","8,061.29","8,134.42","8,061.29","542.83M","1.75%"
"Sep 04, 2019","7,976.88","7,949.81","7,981.41","7,928.94","509.99M","1.30%"
"Sep 03, 2019","7,874.16","7,906.44","7,940.37","7,847.32","512.49M","-1.11%"
"Aug 30, 2019","7,962.88","8,015.16","8,017.91","7,914.74","467.01M","-0.13%"
"Aug 29, 2019","7,973.39","7,945.78","7,992.29","7,925.83","434.25M","1.48%"
"Aug 28, 2019","7,856.88","7,798.35","7,866.87","7,766.67","420.87M","0.38%"
"Aug 27, 2019","7,826.95","7,908.78","7,916.83","7,795.18","532.80M","-0.34%"
"Aug 26, 2019","7,853.73","7,829.58","7,856.04","7,789.05","446.37M","1.32%"
"Aug 23, 2019","7,751.77","7,943.65","8,005.34","7,730.77","598.42M","-3.00%"
"Aug 22, 2019","7,991.39","8,038.79","8,048.58","7,937.12","456.70M","-0.36%"
"Aug 21, 2019","8,020.21","8,017.07","8,036.94","7,998.50","428.16M","0.90%"
"Aug 20, 2019","7,948.56","7,989.36","8,010.58","7,948.09","452.71M","-0.68%"
"Aug 19, 2019","8,002.81","8,006.18","8,026.75","7,974.36","500.92M","1.35%"
"Aug 16, 2019","7,895.99","7,828.35","7,907.52","7,828.35","543.84M","1.67%"
"Aug 15, 2019","7,766.62","7,790.20","7,805.93","7,716.55","539.47M","-0.09%"
"Aug 14, 2019","7,773.94","7,877.33","7,900.28","7,762.87","637.26M","-3.02%"
"Aug 13, 2019","8,016.36","7,863.41","8,065.24","7,851.58","604.20M","1.95%"
"Aug 12, 2019","7,863.41","7,907.49","7,924.99","7,833.79","536.97M","-1.20%"
"Aug 09, 2019","7,959.14","7,997.19","8,020.56","7,910.35","568.09M","-1.00%"
"Aug 08, 2019","8,039.16","7,921.59","8,041.12","7,896.15","659.54M","2.24%"
"Aug 07, 2019","7,862.83","7,747.27","7,881.38","7,702.42","615.18M","0.38%"
"Aug 06, 2019","7,833.27","7,804.51","7,845.01","7,739.57","564.77M","1.39%"
"Aug 05, 2019","7,726.04","7,823.33","7,836.45","7,662.90","699.01M","-3.47%"
"Aug 02, 2019","8,004.07","8,056.42","8,068.80","7,953.67","584.30M","-1.32%"
"Aug 01, 2019","8,111.12","8,190.56","8,311.04","8,080.52","703.64M","-0.79%"
"Jul 31, 2019","8,175.42","8,290.80","8,299.83","8,110.02","758.73M","-1.19%"
"Jul 30, 2019","8,273.61","8,231.77","8,295.46","8,228.02","510.52M","-0.24%"
"Jul 29, 2019","8,293.33","8,325.10","8,325.28","8,247.37","511.48M","-0.44%"
"Jul 26, 2019","8,330.21","8,294.30","8,339.64","8,291.12","529.37M","1.11%"
"Jul 25, 2019","8,238.54","8,294.68","8,295.95","8,233.40","535.59M","-1.00%"
"Jul 24, 2019","8,321.50","8,227.36","8,321.81","8,226.50","528.51M","0.85%"
"Jul 23, 2019","8,251.40","8,242.50","8,251.83","8,193.89","474.75M","0.58%"
"Jul 22, 2019","8,204.14","8,171.99","8,218.42","8,171.54","491.48M","0.71%"
"Jul 19, 2019","8,146.49","8,241.34","8,245.78","8,144.63","520.02M","-0.74%"
"Jul 18, 2019","8,207.24","8,151.76","8,215.58","8,135.12","487.19M","0.27%"
"Jul 17, 2019","8,185.21","8,224.00","8,230.67","8,184.66","473.28M","-0.46%"
"Jul 16, 2019","8,222.80","8,251.66","8,259.75","8,204.23","473.99M","-0.43%"
"Jul 15, 2019","8,258.18","8,263.18","8,264.78","8,236.27","470.85M","0.17%"
"Jul 12, 2019","8,244.14","8,209.20","8,245.66","8,201.52","500.70M","0.59%"
"Jul 11, 2019","8,196.04","8,219.28","8,226.18","8,171.63","483.49M","-0.08%"
"Jul 10, 2019","8,202.53","8,183.19","8,228.60","8,160.56","508.18M","0.75%"
"Jul 09, 2019","8,141.73","8,061.41","8,146.98","8,061.32","468.36M","0.54%"
"Jul 08, 2019","8,098.38","8,112.91","8,112.91","8,078.39","511.73M","-0.78%"
"Jul 05, 2019","8,161.79","8,123.28","8,171.97","8,093.66","425.69M","-0.10%"
"Jul 03, 2019","8,170.23","8,129.57","8,170.23","8,122.34","408.20M","0.75%"
"Jul 02, 2019","8,109.09","8,086.65","8,109.37","8,063.10","488.38M","0.22%"
"Jul 01, 2019","8,091.16","8,145.85","8,150.45","8,059.29","583.42M","1.06%"
"Jun 28, 2019","8,006.24","7,988.76","8,010.15","7,961.46","1.76B","0.48%"
"Jun 27, 2019","7,967.76","7,939.36","7,976.58","7,935.47","523.93M","0.73%"
"Jun 26, 2019","7,909.97","7,933.93","7,974.28","7,903.07","537.92M","0.32%"
"Jun 25, 2019","7,884.72","8,005.27","8,007.31","7,879.15","547.78M","-1.51%"
"Jun 24, 2019","8,005.70","8,040.58","8,047.56","8,004.63","528.18M","-0.32%"
"Jun 21, 2019","8,031.71","8,028.69","8,073.02","8,011.20","1.20B","-0.24%"
"Jun 20, 2019","8,051.34","8,087.45","8,088.88","7,996.87","528.69M","0.80%"
"Jun 19, 2019","7,987.32","7,970.26","7,998.59","7,930.38","536.80M","0.42%"
"Jun 18, 2019","7,953.88","7,920.98","8,005.21","7,911.67","567.69M","1.39%"
"Jun 17, 2019","7,845.02","7,819.43","7,865.98","7,812.61","502.92M","0.62%"
"Jun 14, 2019","7,796.66","7,807.19","7,819.21","7,778.12","465.37M","-0.52%"
"Jun 13, 2019","7,837.13","7,822.56","7,848.36","7,813.60","460.87M","0.57%"
"Jun 12, 2019","7,792.72","7,803.13","7,819.16","7,773.97","481.74M","-0.38%"
"Jun 11, 2019","7,822.57","7,901.04","7,909.99","7,798.63","534.58M","-0.01%"
"Jun 10, 2019","7,823.17","7,798.87","7,895.44","7,795.76","522.20M","1.05%"
"Jun 07, 2019","7,742.10","7,652.97","7,767.02","7,647.91","516.84M","1.66%"
"Jun 06, 2019","7,615.55","7,582.24","7,634.12","7,546.22","542.41M","0.53%"
"Jun 05, 2019","7,575.48","7,585.68","7,589.47","7,498.17","537.32M","0.64%"
"Jun 04, 2019","7,527.12","7,413.94","7,529.50","7,385.02","619.53M","2.65%"
"Jun 03, 2019","7,333.02","7,441.22","7,457.66","7,292.22","658.41M","-1.61%"
"May 31, 2019","7,453.15","7,470.95","7,506.86","7,448.23","590.43M","-1.51%"
"May 30, 2019","7,567.72","7,565.46","7,595.90","7,527.66","454.61M","0.27%"
"May 29, 2019","7,547.31","7,553.02","7,581.11","7,503.94","579.48M","-0.79%"
"May 28, 2019","7,607.35","7,655.66","7,693.74","7,603.76","785.60M","-0.39%"
"May 24, 2019","7,637.01","7,675.57","7,694.15","7,631.25","422.81M","0.11%"
"May 23, 2019","7,628.28","7,660.72","7,665.15","7,585.32","597.20M","-1.58%"
"May 22, 2019","7,750.84","7,749.81","7,786.33","7,738.35","466.48M","-0.45%"
"May 21, 2019","7,785.72","7,765.57","7,804.44","7,752.92","500.28M","1.08%"
"May 20, 2019","7,702.38","7,714.06","7,747.27","7,678.35","551.65M","-1.46%"
"May 17, 2019","7,816.28","7,829.03","7,918.71","7,810.35","579.07M","-1.04%"
"May 16, 2019","7,898.05","7,832.58","7,946.23","7,826.67","532.35M","0.97%"
"May 15, 2019","7,822.15","7,682.80","7,838.72","7,682.24","503.47M","1.13%"
"May 14, 2019","7,734.49","7,689.66","7,776.20","7,665.30","525.13M","1.14%"
"May 13, 2019","7,647.02","7,720.07","7,760.83","7,627.23","650.13M","-3.41%"
"May 10, 2019","7,916.94","7,881.31","7,949.34","7,759.34","587.10M","0.08%"
"May 09, 2019","7,910.59","7,853.21","7,929.78","7,796.16","620.65M","-0.41%"
"May 08, 2019","7,943.32","7,946.24","8,004.49","7,923.35","558.26M","-0.26%"
"May 07, 2019","7,963.76","8,043.52","8,070.97","7,899.02","617.48M","-1.96%"
"May 06, 2019","8,123.29","7,981.85","8,135.54","7,981.85","518.37M","-0.50%"
"May 03, 2019","8,164.00","8,092.88","8,164.71","8,084.80","524.43M","1.58%"
"May 02, 2019","8,036.77","8,046.48","8,094.06","7,976.77","540.17M","-0.16%"
"May 01, 2019","8,049.64","8,132.93","8,146.00","8,048.23","578.26M","-0.57%"
"Apr 30, 2019","8,095.39","8,104.91","8,124.61","8,050.55","582.27M","-0.81%"
"Apr 29, 2019","8,161.85","8,147.65","8,176.08","8,136.41","446.01M","0.19%"
"Apr 26, 2019","8,146.40","8,100.28","8,146.42","8,060.89","504.72M","0.34%"
"Apr 25, 2019","8,118.68","8,150.85","8,151.85","8,075.41","534.96M","0.21%"
"Apr 24, 2019","8,102.02","8,122.88","8,139.55","8,101.70","506.59M","-0.23%"
"Apr 23, 2019","8,120.82","8,026.74","8,128.88","8,023.81","513.60M","1.32%"
"Apr 22, 2019","8,015.27","7,969.37","8,017.15","7,965.90","445.01M","0.22%"
